place_ratings,place_name,category,city,price,rating,Image_URL,Latitude,Longitude
2,Geoforest Watu Payung Turunan,Cagar Alam,Yogyakarta,0,4.5,https://picsum.photos/seed/GeoforestWatuPayungTurunan/400/250,,
5,Kampung Tematik Jawi,Budaya,Semarang,0,4.5,https://upload.wikimedia.org/wikipedia/commons/c/c7/Siti_Nurhaliza_-_Khairul_Fahmi%27s_Wedding_2013.jpg,,
4,Balai Kota Surabaya,Budaya,Surabaya,0,4.7,https://upload.wikimedia.org/wikipedia/commons/d/da/Jembatan_suroboyo_dusk.jpg,-7.2593052,112.7469919
2,Durian Gardens and Tourism Education Watu Simbar,Cagar Alam,Semarang,5000,4.1,https://picsum.photos/seed/DurianGardensandTourismEducationWatuSimbar/400/250,,
2,Wisata Lereng Kelir,Cagar Alam,Semarang,7000,4.3,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Pradaksina.jpg/3840px-Pradaksina.jpg,,
2,Kebun Teh Nglinggo,Cagar Alam,Yogyakarta,6000,4.5,https://upload.wikimedia.org/wikipedia/commons/1/1b/Kebun_Teh_Nglinggo.jpg,-7.6449378,110.1428774
5,Museum Bank Indonesia,Budaya,Jakarta,2000,4.7,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Bank_Indonesia_Lama.jpg/3840px-Bank_Indonesia_Lama.jpg,-6.1371853,106.8129483
3,Glamping Lakeside Rancabali,Taman Hiburan,Bandung,30000,4.4,https://upload.wikimedia.org/wikipedia/commons/4/43/Junghuhn_See_Telaga_Patengan_auf_Java.jpg,,
3,Wot Batu,Cagar Alam,Bandung,50000,4.7,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Wot_Batu.jpg/3840px-Wot_Batu.jpg,-6.8585391,107.6366148
5,Masjid Raya Bandung,Tempat Ibadah,Bandung,0,4.7,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Masjid_Raya_Bandung_dan_Alun-alun_Bandung_%28potrait%29.jpg/3840px-Masjid_Raya_Bandung_dan_Alun-alun_Bandung_%28potrait%29.jpg,-6.9218735,107.6062926
5,Museum Fatahillah,Budaya,Jakarta,5000,4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Batavia_City_Hall_%28Jakarta_History_Museum%29_Fatahillah_Square_%282025%29_-_img_02.jpg/3840px-Batavia_City_Hall_%28Jakarta_History_Museum%29_Fatahillah_Square_%282025%29_-_img_02.jpg,-6.1351548,106.813289
5,Kawah Rengganis Cibuni,Cagar Alam,Bandung,5000,4.3,https://upload.wikimedia.org/wikipedia/commons/f/ff/Kawah_Putih_Lake.jpg,-7.1739727,107.3746848
3,Taman Bunga Cihideung,Cagar Alam,Bandung,0,4.1,https://picsum.photos/seed/TamanBungaCihideung/400/250,,
3,Museum Kesehatan Dr. Adhyatma,Budaya,Surabaya,10000,4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Logo_Kementerian_Kesehatan_Republik_Indonesia_%282024_rev%29.svg/langid-960px-Logo_Kementerian_Kesehatan_Republik_Indonesia_%282024_rev%29.svg.png,,
5,Pantai Ngandong,Bahari,Yogyakarta,10000,4.5,https://upload.wikimedia.org/wikipedia/commons/b/b3/Dusk_till_dawn_%28cropped%29.jpg,-8.1465322,110.6054994
3,Jembatan Pasupati,Taman Hiburan,Bandung,0,4.6,https://upload.wikimedia.org/wikipedia/commons/6/67/Bandung_Pasupati_Skyline.jpg,-6.8991314,107.6067077
3,Pantai Ngandong,Bahari,Yogyakarta,10000,4.5,https://upload.wikimedia.org/wikipedia/commons/b/b3/Dusk_till_dawn_%28cropped%29.jpg,-8.1465322,110.6054994
2,Pesona Nirwana Waterpark & Cottages,Taman Hiburan,Bandung,50000,4.1,https://picsum.photos/seed/PesonaNirwanaWaterpark&Cottages/400/250,,
2,Museum Sonobudoyo Unit I,Budaya,Yogyakarta,5000,4.6,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Museum_Sonobudoyo_2025.jpg/3840px-Museum_Sonobudoyo_2025.jpg,-7.8021367,110.3637812
2,Taman Agrowisata Cilangkap,Taman Hiburan,Jakarta,0,4.2,https://picsum.photos/seed/TamanAgrowisataCilangkap/400/250,,
3,Perpustakaan Nasional,Budaya,Jakarta,0,4.7,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/LOGO-PERPUSNAS.svg/langid-1920px-LOGO-PERPUSNAS.svg.png,-6.1806956,106.8264664
4,Taman Suropati,Taman Hiburan,Jakarta,0,4.6,https://upload.wikimedia.org/wikipedia/commons/d/da/Taman_Suropati_%281%29.jpg,-6.1994133,106.8326256
2,Alun-Alun Kota Bandung,Taman Hiburan,Bandung,0,4.6,https://upload.wikimedia.org/wikipedia/commons/7/70/COLLECTIE_TROPENMUSEUM_De_waringins_op_de_alun-alun_bij_de_ingang_van_de_kraton_van_de_sultan_van_Jogjakarta_TMnr_60022716.jpg,-6.9216776,107.607151
4,Keraton Yogyakarta,Budaya,Yogyakarta,15000,4.6,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Yogyakarta_Sultanate_Hamengkubhuwono_X_Emblem.svg/langid-500px-Yogyakarta_Sultanate_Hamengkubhuwono_X_Emblem.svg.png,-7.8075974,110.3638696
5,Candi Donotirto,Budaya,Yogyakarta,0,4.4,https://picsum.photos/seed/CandiDonotirto/400/250,-7.7955912,110.3612347
3,Upside Down World Bandung,Taman Hiburan,Bandung,100000,4.0,https://picsum.photos/seed/UpsideDownWorldBandung/400/250,,
4,Watu Lumbung,Cagar Alam,Yogyakarta,5000,4.3,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/DSC04587-3.jpg/3840px-DSC04587-3.jpg,-8.1863175,110.7001363
2,Kampoeng Kopi Banaran,Taman Hiburan,Semarang,200000,4.3,https://upload.wikimedia.org/wikipedia/commons/c/c5/Museum_Kopi_Banaran.jpg,-7.2546718,110.4416226
2,Candi Sewu,Budaya,Yogyakarta,50000,4.6,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Candi_Sewu_viewed_from_the_south%2C_23_November_2013.jpg/3840px-Candi_Sewu_viewed_from_the_south%2C_23_November_2013.jpg,,
2,Museum Gunung Merapi,Budaya,Yogyakarta,10000,4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Museum_Gunungapi_Merapi.jpg/3840px-Museum_Gunungapi_Merapi.jpg,-7.6188698,110.4240986
3,Tebing Breksi,Budaya,Yogyakarta,20000,4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Lahan_parkir_dan_amfiteater_di_Tebing_Breksi_Yogyakarta.jpg/3840px-Lahan_parkir_dan_amfiteater_di_Tebing_Breksi_Yogyakarta.jpg,-7.7814295,110.5049834
4,Museum Nasional,Budaya,Jakarta,5000,4.6,https://upload.wikimedia.org/wikipedia/commons/0/03/Logo_Museum_Nasional_PNG.png,-6.1761425,106.8221879
5,Gumuk Pasir Parangkusumo,Taman Hiburan,Yogyakarta,0,4.5,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Gumuk_Pasir_Parangkusumo_2.jpg/3840px-Gumuk_Pasir_Parangkusumo_2.jpg,-8.0170516,110.3171918
3,Desa Wisata Gamplong,Taman Hiburan,Yogyakarta,10000,4.4,https://upload.wikimedia.org/wikipedia/commons/a/a1/Boerderij_Buitenzorg_-_Studio_Alam_Gamplong_-_Bumi_Manusia.jpg,,
3,Museum Sri Baduga,Budaya,Bandung,3000,4.5,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Sri_Baduga_Museum.JPG/3840px-Sri_Baduga_Museum.JPG,-6.9377186,107.6035761
3,Panghegar Waterboom Bandung,Taman Hiburan,Bandung,75000,4.3,https://picsum.photos/seed/PanghegarWaterboomBandung/400/250,-6.9618478,107.6222373
4,Taman Budaya Yogyakarta,Budaya,Yogyakarta,0,4.5,https://upload.wikimedia.org/wikipedia/commons/b/bc/ArtJog_2013%2C_Taman_Budaya_Yogyakarta.JPG,-7.8001356,110.367656
5,Pantai Greweng,Bahari,Yogyakarta,5000,4.6,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Flora_Indonesia.jpg/3840px-Flora_Indonesia.jpg,,
2,Museum Joang 45,Budaya,Jakarta,2000,4.0,https://upload.wikimedia.org/wikipedia/commons/d/d0/Gedung_Joang_45.jpg,-6.1862362,106.8366544
2,Semarang Chinatown,Budaya,Semarang,30000,4.5,https://upload.wikimedia.org/wikipedia/id/5/5d/Gedung_Depan_SMP_PL_Domenico_Savio.jpg,-6.9748863,110.4251185
4,Sudut Pandang Bandung,Taman Hiburan,Bandung,50000,4.6,https://upload.wikimedia.org/wikipedia/id/f/f7/Suara_dari_Dilan.jpg,,
4,Curug Dago,Cagar Alam,Bandung,12000,4.0,https://upload.wikimedia.org/wikipedia/commons/0/07/Taman_Hutan_Raya_IR_Djuanda.jpg,-6.8654924,107.6181817
3,Museum Satria Mandala,Budaya,Jakarta,5000,4.5,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Satriamandala_Museum_main_building.jpg/3840px-Satriamandala_Museum_main_building.jpg,-6.2310834,106.8189045
5,Pura Giri Natha,Budaya,Semarang,20000,4.7,https://picsum.photos/seed/PuraGiriNatha/400/250,-6.9982487,110.410747
3,Rumah Batik,Budaya,Surabaya,0,4.5,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Papan_Nama_Rumah_Batik_Maranatha_Ong%27s_Art.jpg/3840px-Papan_Nama_Rumah_Batik_Maranatha_Ong%27s_Art.jpg,,
3,Museum Benteng Vredeburg Yogyakarta,Budaya,Yogyakarta,3000,4.6,https://upload.wikimedia.org/wikipedia/commons/b/b5/Museum_benteng_vredeburg.png,-7.8001537,110.3663364
4,Taman Mini Indonesia Indah (TMII),Taman Hiburan,Jakarta,10000,4.5,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Istana_Anak-anak_Indonesia_TMII_%282025%29_-_img_01.jpg/3840px-Istana_Anak-anak_Indonesia_TMII_%282025%29_-_img_01.jpg,-6.3031933,106.89556
3,La Kana Chapel,Taman Hiburan,Semarang,35000,4.5,https://upload.wikimedia.org/wikipedia/commons/6/64/Houghton_Lowell_1238.5_%28A%29_-_Wuthering_Heights%2C_1847.jpg,,
5,The Escape Hunt,Taman Hiburan,Jakarta,70000,4.4,https://upload.wikimedia.org/wikipedia/commons/d/db/Kurt_Russell_by_Gage_Skidmore_2.jpg,,
4,Pasar Seni,Pusat Perbelanjaan,Jakarta,0,4.4,https://upload.wikimedia.org/wikipedia/id/thumb/3/3e/Logo_Taman_Impian_Jaya_Ancol_%282022%29.svg/langid-960px-Logo_Taman_Impian_Jaya_Ancol_%282022%29.svg.png,-6.1257002,106.8390728
3,Situs Warungboto,Taman Hiburan,Yogyakarta,0,4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Situs_Warungboto.jpg/3840px-Situs_Warungboto.jpg,-7.8103543,110.3932221
5,Candi Sewu,Budaya,Yogyakarta,50000,4.6,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Candi_Sewu_viewed_from_the_south%2C_23_November_2013.jpg/3840px-Candi_Sewu_viewed_from_the_south%2C_23_November_2013.jpg,,
3,Taman Hutan Raya Ir. H. Juanda,Cagar Alam,Bandung,11000,4.5,https://upload.wikimedia.org/wikipedia/commons/0/07/Taman_Hutan_Raya_IR_Djuanda.jpg,-6.8411686,107.6503782
2,Monumen Selamat Datang,Budaya,Jakarta,0,4.7,https://upload.wikimedia.org/wikipedia/id/3/35/Monumen_Selamat_Datang_%28Maret_2025%29.jpg,-6.1949789,106.8230733
5,Pulau Pelangi,Bahari,Jakarta,900000,4.8,https://upload.wikimedia.org/wikipedia/id/1/17/Laskar_Pelangi_film.jpg,-5.5860482,106.5905858
3,Kebun Bibit Wonorejo,Cagar Alam,Surabaya,0,4.4,https://picsum.photos/seed/KebunBibitWonorejo/400/250,-7.3116953,112.7894948
2,Taman Tabanas,Taman Hiburan,Semarang,0,4.4,https://upload.wikimedia.org/wikipedia/commons/7/7b/Mascot_for_2024_Depok_mayoral_election.png,-7.038737,110.4211576
2,Rabbit Town,Taman Hiburan,Bandung,45000,4.0,https://upload.wikimedia.org/wikipedia/commons/4/4e/Top_15_Indonesian_Idol_14.jpg,-6.867213,107.6101698
3,Museum Pendidikan Nasional,Budaya,Bandung,5000,4.6,https://upload.wikimedia.org/wikipedia/commons/0/03/Logo_Museum_Nasional_PNG.png,-6.8597725,107.5941677
5,Taman Film,Budaya,Bandung,0,4.3,https://picsum.photos/seed/TamanFilm/400/250,-6.8985088,107.6077767
5,Observatorium Bosscha,Cagar Alam,Bandung,25000,4.5,https://upload.wikimedia.org/wikipedia/commons/7/7f/Bosscha_001.JPG,-6.8244765,107.61602
2,Museum Tengah Kebun,Budaya,Jakarta,0,4.6,https://upload.wikimedia.org/wikipedia/commons/b/b8/Museum_kebun_01.jpg,-6.2676523,106.8246369
2,Monumen Yogya Kembali,Budaya,Yogyakarta,15000,4.5,https://upload.wikimedia.org/wikipedia/id/4/4a/Monumen_Yogya_Kembali.JPG,,
4,Museum Kesehatan Dr. Adhyatma,Budaya,Surabaya,10000,4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Logo_Kementerian_Kesehatan_Republik_Indonesia_%282024_rev%29.svg/langid-960px-Logo_Kementerian_Kesehatan_Republik_Indonesia_%282024_rev%29.svg.png,,
2,Jogja Exotarium,Taman Hiburan,Yogyakarta,20000,4.4,https://picsum.photos/seed/JogjaExotarium/400/250,-7.7286281,110.3584886
5,Taman Flora Bratang Surabaya,Taman Hiburan,Surabaya,0,4.6,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/01_Papan_Nama_Terminal_Bratang.jpg/3840px-01_Papan_Nama_Terminal_Bratang.jpg,,
2,Taman Prestasi,Taman Hiburan,Surabaya,0,4.6,https://picsum.photos/seed/TamanPrestasi/400/250,-7.2611372,112.7427739
4,Sanghyang Heuleut,Cagar Alam,Bandung,10000,4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Sanghyang_Heuleut_Lake_Is_Hidden_Paradise_at_West_Java.jpg/3840px-Sanghyang_Heuleut_Lake_Is_Hidden_Paradise_at_West_Java.jpg,-6.8764679,107.341682
5,Pasar Petak Sembilan,Pusat Perbelanjaan,Jakarta,0,4.4,https://upload.wikimedia.org/wikipedia/commons/2/23/StasiunSurabayaPasarturi.jpg,,
5,Klenteng Jin De Yuan,Tempat Ibadah,Jakarta,0,4.5,https://upload.wikimedia.org/wikipedia/commons/f/f5/Klenteng_Jin_De_Yuan%2C_Glodok%2C_Jakarta.jpg,,
4,Taman Bungkul,Taman Hiburan,Surabaya,0,4.6,https://upload.wikimedia.org/wikipedia/id/6/6e/Taman_Bungkul_Surabaya_%281%29.png,-7.2912247,112.7398717
5,Pelabuhan Marina,Bahari,Jakarta,175000,4.4,https://upload.wikimedia.org/wikipedia/id/6/60/Monumentpantaiboom.jpeg,,
3,Kebun Teh Nglinggo,Cagar Alam,Yogyakarta,6000,4.5,https://upload.wikimedia.org/wikipedia/commons/1/1b/Kebun_Teh_Nglinggo.jpg,-7.6449378,110.1428774
5,Desa Wisata Kelor,Taman Hiburan,Yogyakarta,0,4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Rumah_Joglo_Muhadi.jpg/3840px-Rumah_Joglo_Muhadi.jpg,,
3,Taman Mini Indonesia Indah (TMII),Taman Hiburan,Jakarta,10000,4.5,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Istana_Anak-anak_Indonesia_TMII_%282025%29_-_img_01.jpg/3840px-Istana_Anak-anak_Indonesia_TMII_%282025%29_-_img_01.jpg,-6.3031933,106.89556
3,Tugu Proklamasi,Budaya,Jakarta,0,4.6,https://upload.wikimedia.org/wikipedia/commons/7/74/Proclamation_Monument_Jakarta.JPG,-6.2032131,106.8468522
2,Hutan Pinus Asri,Cagar Alam,Yogyakarta,2500,4.5,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Big_Stone_at_Hutan_Pinus_Pengger_Jogja.jpg/3840px-Big_Stone_at_Hutan_Pinus_Pengger_Jogja.jpg,-7.9210551,110.43542
5,Taman Kunang-Kunang,Taman Hiburan,Surabaya,0,4.4,https://upload.wikimedia.org/wikipedia/commons/b/b4/Locator_Kecamatan_Rungkut_di_Kota_Surabaya.png,-7.3180982,112.7840627
2,Flower Farm Setiya Aji,Cagar Alam,Semarang,7500,4.1,https://picsum.photos/seed/FlowerFarmSetiyaAji/400/250,,
3,Taman Ekspresi Dan Perpustakaan,Taman Hiburan,Surabaya,0,4.5,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Plaza_Taman_Ismail_Marzuki.jpg/3840px-Plaza_Taman_Ismail_Marzuki.jpg,,
2,Lereng Anteng Panoramic Coffee Place,Cagar Alam,Bandung,50000,4.4,https://picsum.photos/seed/LerengAntengPanoramicCoffeePlace/400/250,,
4,Seribu Batu Songgo Langit,Cagar Alam,Yogyakarta,2000,4.6,https://picsum.photos/seed/SeribuBatuSonggoLangit/400/250,-7.9305908,110.4311357
2,Sea World,Taman Hiburan,Jakarta,115000,4.5,https://picsum.photos/seed/SeaWorld/400/250,-6.1271525,106.8415944
